Player ID,Team,Stolen Bases (SB),Caught Stealing (CS),Stolen Bases Percentage
cuyleki01,1935 Cubs,3,3,.500
cuyleki01,1935 Reds,5,4,.556
cuyleki01,1936 Reds,16,11,.593
cuyleki01,1937 Reds,10,10,.500
cuyleki01,1938 Dodgers,6,7,.462
cuyleki01,Career,SB,CS,SB%
cuyleki01,18 Years,328,148,.689
rivermi01,Team,SB,CS,SB%
rivermi01,1970 Angels,1,0,1.000
rivermi01,1971 Angels,13,1,.929
rivermi01,1972 Angels,4,3,.571
rivermi01,1973 Angels,8,3,.727
rivermi01,1974 Angels,30,13,.698
rivermi01,1975 Angels,70,14,.833
rivermi01,1976 Yankees,43,7,.860
rivermi01,1977 Yankees,22,14,.611
rivermi01,1978 Yankees,25,5,.833
rivermi01,1979 Yankees,3,7,.300
rivermi01,1979 Rangers,7,2,.778
rivermi01,1980 Rangers,18,7,.720
rivermi01,1981 Rangers,9,5,.643
rivermi01,1982 Rangers,0,0,.000
rivermi01,1983 Rangers,9,4,.692
rivermi01,1984 Rangers,5,5,.500
rivermi01,Career,SB,CS,SB%
rivermi01,15 Years,267,90,.748
lopesda01,Team,SB,CS,SB%
lopesda01,1972 Dodgers,4,0,1.000
lopesda01,1973 Dodgers,36,16,.692
lopesda01,1974 Dodgers,59,18,.766
lopesda01,1975 Dodgers,77,12,.865
lopesda01,1976 Dodgers,63,10,.863
lopesda01,1977 Dodgers,47,12,.797
lopesda01,1978 Dodgers,45,4,.918
lopesda01,1979 Dodgers,44,4,.917
lopesda01,1980 Dodgers,23,7,.767
lopesda01,1981 Dodgers,20,2,.909
lopesda01,1982 Athletics,28,12,.700
lopesda01,1983 Athletics,22,4,.846
lopesda01,1984 Athletics,12,0,1.000
lopesda01,1984 Cubs,3,0,1.000
lopesda01,1985 Cubs,47,4,.922
lopesda01,1986 Cubs,17,6,.739
lopesda01,1986 Astros,8,2,.800
lopesda01,1987 Astros,2,1,.667
lopesda01,Career,SB,CS,SB%
lopesda01,16 Years,557,114,.830
hoffmda01,Team,SB,CS,SB%
hoffmda01,1903 Athletics,7,-,-
hoffmda01,1904 Athletics,9,-,-
hoffmda01,1905 Athletics,46,-,-
hoffmda01,1906 Athletics,1,-,-
hoffmda01,1906 Highlanders,32,-,-
hoffmda01,1907 Highlanders,30,-,-
hoffmda01,1908 Browns,17,-,-
hoffmda01,1909 Browns,24,-,-
hoffmda01,1910 Browns,16,-,-
hoffmda01,1911 Browns,3,-,-
hoffmda01,Career,SB,CS,SB%
hoffmda01,9 Years,185,-,-
crispco01,Team,SB,CS,SB%
crispco01,2002 Indians,4,1,.800
crispco01,2003 Indians,15,9,.625
crispco01,2004 Indians,20,13,.606
crispco01,2005 Indians,15,6,.714
crispco01,2006 Red Sox,22,4,.846
crispco01,2007 Red Sox,28,6,.824
crispco01,2008 Red Sox,20,7,.741
crispco01,2009 Royals,13,2,.867
crispco01,2010 Athletics,32,3,.914
crispco01,2011 Athletics,49,9,.845
crispco01,2012 Athletics,39,4,.907
crispco01,2013 Athletics,21,5,.808
crispco01,2014 Athletics,19,5,.792
crispco01,2015 Athletics,2,0,1.000
crispco01,2016 Athletics,7,5,.583
crispco01,2016 Indians,3,0,1.000
crispco01,Career,SB,CS,SB%
crispco01,15 Years,309,79,.796
burnsge01,Team,SB,CS,SB%
burnsge01,1911 Giants,0,-,-
burnsge01,1912 Giants,7,-,-
burnsge01,1913 Giants,40,-,-
burnsge01,1914 Giants,62,-,-
burnsge01,1915 Giants,27,20,.574
burnsge01,1916 Giants,37,26,.587
burnsge01,1917 Giants,40,12,.769
burnsge01,1918 Giants,40,11,.784
burnsge01,1919 Giants,40,23,.635
burnsge01,1920 Giants,22,22,.500
burnsge01,1921 Giants,19,20,.487
burnsge01,1922 Reds,30,23,.566
burnsge01,1923 Reds,12,14,.462
burnsge01,1924 Reds,3,6,.333
burnsge01,1925 Phillies,4,8,.333
burnsge01,Career,SB,CS,SB%
burnsge01,15 Years,383,185,.674
altuvjo01,Team,SB,CS,SB%
altuvjo01,2011 Astros,7,3,.700
altuvjo01,2012 Astros,33,11,.750
altuvjo01,2013 Astros,35,13,.729
altuvjo01,2014 Astros,56,9,.862
altuvjo01,2015 Astros,38,13,.745
altuvjo01,2016 Astros,30,10,.750
altuvjo01,2017 Astros,32,6,.842
altuvjo01,2018 Astros,17,4,.810
altuvjo01,2019 Astros,6,5,.545
altuvjo01,2020 Astros,2,3,.400
altuvjo01,2021 Astros,5,3,.625
altuvjo01,2022 Astros,18,1,.947
altuvjo01,2023 Astros,14,2,.875
altuvjo01,2024 Astros,22,7,.759
altuvjo01,2025 Astros,10,6,.625
altuvjo01,Career,SB,CS,SB%
altuvjo01,15 Years,325,96,.772
freylo01,Team,SB,CS,SB%
freylo01,1933 Dodgers,4,3,.571
freylo01,1934 Dodgers,11,6,.647
freylo01,1935 Dodgers,6,7,.462
freylo01,1936 Dodgers,7,4,.636
freylo01,1937 Cubs,6,5,.545
freylo01,1938 Reds,4,4,.500
freylo01,1939 Reds,5,2,.714
freylo01,1940 Reds,22,6,.786
freylo01,1941 Reds,16,12,.571
freylo01,1942 Reds,9,14,.391
freylo01,1943 Reds,7,10,.412
freylo01,1946 Reds,5,2,.714
freylo01,1947 Cubs,0,0,.000
freylo01,1947 Yankees,3,0,1.000
freylo01,1948 Yankees,0,0,.000
freylo01,1948 Giants,0,0,.000
freylo01,Career,SB,CS,SB%
freylo01,14 Years,105,75,.583
wilsowi02,Team,SB,CS,SB%
wilsowi02,1976 Royals,2,1,.667
wilsowi02,1977 Royals,6,3,.667
wilsowi02,1978 Royals,46,12,.793
wilsowi02,1979 Royals,83,12,.874
wilsowi02,1980 Royals,79,10,.888
wilsowi02,1981 Royals,34,8,.810
wilsowi02,1982 Royals,37,11,.771
wilsowi02,1983 Royals,59,8,.881
wilsowi02,1984 Royals,47,5,.904
wilsowi02,1985 Royals,43,11,.796
wilsowi02,1986 Royals,34,8,.810
wilsowi02,1987 Royals,59,11,.843
wilsowi02,1988 Royals,35,7,.833
wilsowi02,1989 Royals,24,6,.800
wilsowi02,1990 Royals,24,6,.800
wilsowi02,1991 Athletics,20,5,.800
wilsowi02,1992 Athletics,28,8,.778
wilsowi02,1993 Cubs,7,2,.778
wilsowi02,1994 Cubs,1,0,1.000
wilsowi02,Career,SB,CS,SB%
wilsowi02,19 Years,668,134,.833
fogarji01,Team,SB,CS,SB%
fogarji01,1884 Phillies,-,-,-
fogarji01,1885 Phillies,-,-,-
fogarji01,1886 Phillies,30,-,-
fogarji01,1887 Phillies,102,-,-
fogarji01,1888 Phillies,58,-,-
fogarji01,1889 Phillies,99,-,-
fogarji01,1890 Quakers,36,-,-
fogarji01,Career,SB,CS,SB%
fogarji01,7 Years,325,-,-
milancl01,Team,SB,CS,SB%
milancl01,1907 Senators,8,-,-
milancl01,1908 Senators,29,-,-
milancl01,1909 Senators,10,-,-
milancl01,1910 Senators,44,-,-
milancl01,1911 Senators,58,-,-
milancl01,1912 Senators,88,31,.739
milancl01,1913 Senators,75,-,-
milancl01,1914 Senators,38,21,.644
milancl01,1915 Senators,40,19,.678
milancl01,1916 Senators,34,21,.618
milancl01,1917 Senators,20,-,-
milancl01,1918 Senators,26,-,-
milancl01,1919 Senators,11,-,-
milancl01,1920 Senators,10,12,.455
milancl01,1921 Senators,4,5,.444
milancl01,1922 Senators,0,0,.000
milancl01,Career,SB,CS,SB%
milancl01,16 Years,495,109,.820
younger03,Team,SB,CS,SB%
younger03,2009 Rockies,4,4,.500
younger03,2010 Rockies,17,6,.739
younger03,2011 Rockies,27,4,.871
younger03,2012 Rockies,14,2,.875
younger03,2013 Rockies,8,4,.667
younger03,2013 Mets,38,7,.844
younger03,2014 Mets,30,6,.833
younger03,2015 Braves,3,0,1.000
younger03,2015 Mets,3,2,.600
younger03,2016 Yankees,1,0,1.000
younger03,2017 Angels,12,3,.800
younger03,2018 Angels,5,1,.833
younger03,Career,SB,CS,SB%
younger03,10 Years,162,39,.806
figgich01,Team,SB,CS,SB%
figgich01,2002 Angels,2,1,.667
figgich01,2003 Angels,13,7,.650
figgich01,2004 Angels,34,13,.723
figgich01,2005 Angels,62,17,.785
figgich01,2006 Angels,52,16,.765
figgich01,2007 Angels,41,12,.774
figgich01,2008 Angels,34,13,.723
figgich01,2009 Angels,42,17,.712
figgich01,2010 Mariners,42,15,.737
figgich01,2011 Mariners,11,6,.647
figgich01,2012 Mariners,4,1,.800
figgich01,2014 Dodgers,4,1,.800
figgich01,Career,SB,CS,SB%
figgich01,12 Years,341,119,.741
gehrich01,Team,SB,CS,SB%
gehrich01,1924 Tigers,1,1,.500
gehrich01,1925 Tigers,0,1,.000
gehrich01,1926 Tigers,9,7,.563
gehrich01,1927 Tigers,17,8,.680
gehrich01,1928 Tigers,15,9,.625
gehrich01,1929 Tigers,27,9,.750
gehrich01,1930 Tigers,19,15,.559
gehrich01,1931 Tigers,13,4,.765
gehrich01,1932 Tigers,9,8,.529
gehrich01,1933 Tigers,5,4,.556
gehrich01,1934 Tigers,11,8,.579
gehrich01,1935 Tigers,11,4,.733
gehrich01,1936 Tigers,4,1,.800
gehrich01,1937 Tigers,11,4,.733
gehrich01,1938 Tigers,14,1,.933
gehrich01,1939 Tigers,4,3,.571
gehrich01,1940 Tigers,10,0,1.000
gehrich01,1941 Tigers,1,2,.333
gehrich01,1942 Tigers,0,0,.000
gehrich01,Career,SB,CS,SB%
gehrich01,19 Years,181,89,.670
suzukic01,Team,SB,CS,SB%
suzukic01,2001 Mariners,56,14,.800
suzukic01,2002 Mariners,31,15,.674
suzukic01,2003 Mariners,34,8,.810
suzukic01,2004 Mariners,36,11,.766
suzukic01,2005 Mariners,33,8,.805
suzukic01,2006 Mariners,45,2,.957
suzukic01,2007 Mariners,37,8,.822
suzukic01,2008 Mariners,43,4,.915
suzukic01,2009 Mariners,26,9,.743
suzukic01,2010 Mariners,42,9,.824
suzukic01,2011 Mariners,40,7,.851
suzukic01,2012 Mariners,15,2,.882
suzukic01,2012 Yankees,14,5,.737
suzukic01,2013 Yankees,20,4,.833
suzukic01,2014 Yankees,15,3,.833
suzukic01,2015 Marlins,11,5,.688
suzukic01,2016 Marlins,10,2,.833
suzukic01,2017 Marlins,1,1,.500
suzukic01,2018 Mariners,0,0,.000
suzukic01,2019 Mariners,0,0,.000
suzukic01,Career,SB,CS,SB%
suzukic01,19 Years,509,117,.813
dillibo01,Team,SB,CS,SB%
dillibo01,1946 Browns,8,1,.889
dillibo01,1947 Browns,34,13,.723
dillibo01,1948 Browns,28,11,.718
dillibo01,1949 Browns,20,14,.588
dillibo01,1950 Athletics,5,3,.625
dillibo01,1950 Pirates,4,3,.571
dillibo01,1951 Pirates,2,0,1.000
dillibo01,1951 White Sox,5,5,.500
dillibo01,Career,SB,CS,SB%
dillibo01,6 Years,106,50,.679
laryly01,Team,SB,CS,SB%
laryly01,1929 Yankees,4,1,.800
laryly01,1930 Yankees,14,2,.875
laryly01,1931 Yankees,13,10,.565
laryly01,1932 Yankees,9,3,.750
laryly01,1933 Yankees,2,1,.667
laryly01,1934 Yankees,0,0,.000
laryly01,1934 Red Sox,12,5,.706
laryly01,1935 Senators,3,0,1.000
laryly01,1935 Browns,25,4,.862
laryly01,1936 Browns,37,9,.804
laryly01,1937 Indians,18,8,.692
laryly01,1938 Indians,23,6,.793
laryly01,1939 Indians,0,0,.000
laryly01,1939 Dodgers,1,-,-
laryly01,1939 Cardinals,1,-,-
laryly01,1940 Browns,0,0,.000
laryly01,Career,SB,CS,SB%
laryly01,12 Years,162,49,.768
dimagdo01,Team,SB,CS,SB%
dimagdo01,1940 Red Sox,7,6,.538
dimagdo01,1941 Red Sox,13,6,.684
dimagdo01,1942 Red Sox,16,10,.615
dimagdo01,1946 Red Sox,10,6,.625
dimagdo01,1947 Red Sox,10,6,.625
dimagdo01,1948 Red Sox,10,2,.833
dimagdo01,1949 Red Sox,9,7,.563
dimagdo01,1950 Red Sox,15,4,.789
dimagdo01,1951 Red Sox,4,7,.364
dimagdo01,1952 Red Sox,6,8,.429
dimagdo01,1953 Red Sox,0,0,.000
dimagdo01,Career,SB,CS,SB%
dimagdo01,11 Years,100,62,.617
schoere01,Team,SB,CS,SB%
schoere01,1945 Cardinals,26,7,.788
schoere01,1946 Cardinals,12,9,.571
schoere01,1947 Cardinals,6,8,.429
schoere01,1948 Cardinals,1,3,.250
schoere01,1949 Cardinals,8,3,.727
schoere01,1950 Cardinals,3,3,.500
schoere01,1951 Cardinals,0,1,.000
schoere01,1952 Cardinals,9,6,.600
schoere01,1953 Cardinals,3,3,.500
schoere01,1954 Cardinals,4,2,.667
schoere01,1955 Cardinals,7,7,.500
schoere01,1956 Cardinals,0,1,.000
schoere01,1956 Giants,1,2,.333
schoere01,1957 Giants,2,1,.667
schoere01,1957 Braves,2,3,.400
schoere01,1958 Braves,3,1,.750
schoere01,1959 Braves,0,0,.000
schoere01,1960 Braves,1,0,1.000
schoere01,1961 Cardinals,1,0,1.000
schoere01,1962 Cardinals,0,0,.000
schoere01,1963 Cardinals,0,0,.000
schoere01,Career,SB,CS,SB%
schoere01,19 Years,89,60,.597
sislege01,Team,SB,CS,SB%
sislege01,1915 Browns,10,9,.526
sislege01,1916 Browns,34,26,.567
sislege01,1917 Browns,37,-,-
sislege01,1918 Browns,45,-,-
sislege01,1919 Browns,28,-,-
sislege01,1920 Browns,42,17,.712
sislege01,1921 Browns,35,11,.761
sislege01,1922 Browns,51,19,.729
sislege01,1924 Browns,19,17,.528
sislege01,1925 Browns,11,12,.478
sislege01,1926 Browns,12,8,.600
sislege01,1927 Browns,27,7,.794
sislege01,1928 Senators,0,1,.000
sislege01,1928 Braves,11,-,-
sislege01,1929 Braves,6,-,-
sislege01,1930 Braves,7,-,-
sislege01,Career,SB,CS,SB%
sislege01,15 Years,375,127,.747
brownto01,Team,SB,CS,SB%
brownto01,1882 Orioles,-,-,-
brownto01,1883 Colts,-,-,-
brownto01,1884 Colts,-,-,-
brownto01,1885 Alleghenys,-,-,-
brownto01,1886 Alleghenys,30,-,-
brownto01,1887 Alleghenys,12,-,-
brownto01,1887 Hoosiers,13,-,-
brownto01,1888 Beaneaters,46,-,-
brownto01,1889 Beaneaters,63,-,-
brownto01,1890 Red Stockings,79,-,-
brownto01,1891 Reds,106,-,-
brownto01,1892 Colonels,78,-,-
brownto01,1893 Colonels,66,-,-
brownto01,1894 Colonels,66,-,-
brownto01,1895 Browns,34,-,-
brownto01,1895 Senators,8,-,-
brownto01,1896 Senators,28,-,-
brownto01,1897 Senators,25,-,-
brownto01,1898 Senators,3,-,-
brownto01,Career,SB,CS,SB%
brownto01,17 Years,657,-,-
smithma05,Team,SB,CS,SB%
smithma05,2016 Braves,16,8,.667
smithma05,2017 Rays,16,5,.762
smithma05,2018 Rays,40,12,.769
smithma05,2019 Mariners,46,9,.836
smithma05,2020 Mariners,2,0,1.000
smithma05,Career,SB,CS,SB%
smithma05,5 Years,120,34,.779
myerbu01,Team,SB,CS,SB%
myerbu01,1925 Senators,0,0,.000
myerbu01,1926 Senators,10,11,.476
myerbu01,1927 Senators,3,1,.750
myerbu01,1927 Red Sox,9,5,.643
myerbu01,1928 Red Sox,30,16,.652
myerbu01,1929 Senators,18,7,.720
myerbu01,1930 Senators,14,11,.560
myerbu01,1931 Senators,11,14,.440
myerbu01,1932 Senators,12,7,.632
myerbu01,1933 Senators,6,8,.429
myerbu01,1934 Senators,6,6,.500
myerbu01,1935 Senators,7,6,.538
myerbu01,1936 Senators,7,2,.778
myerbu01,1937 Senators,2,6,.250
myerbu01,1938 Senators,9,5,.643
myerbu01,1939 Senators,4,1,.800
myerbu01,1940 Senators,6,3,.667
myerbu01,1941 Senators,2,0,1.000
myerbu01,Career,SB,CS,SB%
myerbu01,17 Years,156,109,.589
willsma01,Team,SB,CS,SB%
willsma01,1959 Dodgers,7,3,.700
willsma01,1960 Dodgers,50,12,.806
willsma01,1961 Dodgers,35,15,.700
willsma01,1962 Dodgers,104,13,.889
willsma01,1963 Dodgers,40,19,.678
willsma01,1964 Dodgers,53,17,.757
willsma01,1965 Dodgers,94,31,.752
willsma01,1966 Dodgers,38,24,.613
willsma01,1967 Pirates,29,10,.744
willsma01,1968 Pirates,52,21,.712
willsma01,1969 Expos,15,6,.714
willsma01,1969 Dodgers,25,15,.625
willsma01,1970 Dodgers,28,13,.683
willsma01,1971 Dodgers,15,8,.652
willsma01,1972 Dodgers,1,1,.500
willsma01,Career,SB,CS,SB%
willsma01,14 Years,586,208,.738
biggicr01,Team,SB,CS,SB%
biggicr01,1988 Astros,6,1,.857
biggicr01,1989 Astros,21,3,.875
biggicr01,1990 Astros,25,11,.694
biggicr01,1991 Astros,19,6,.760
biggicr01,1992 Astros,38,15,.717
biggicr01,1993 Astros,15,17,.469
biggicr01,1994 Astros,39,4,.907
biggicr01,1995 Astros,33,8,.805
biggicr01,1996 Astros,25,7,.781
biggicr01,1997 Astros,47,10,.825
biggicr01,1998 Astros,50,8,.862
biggicr01,1999 Astros,28,14,.667
biggicr01,2000 Astros,12,2,.857
biggicr01,2001 Astros,7,4,.636
biggicr01,2002 Astros,16,2,.889
biggicr01,2003 Astros,8,4,.667
biggicr01,2004 Astros,7,2,.778
biggicr01,2005 Astros,11,1,.917
biggicr01,2006 Astros,3,2,.600
biggicr01,2007 Astros,4,3,.571
biggicr01,Career,SB,CS,SB%
biggicr01,20 Years,414,124,.770
morenom01,Team,SB,CS,SB%
morenom01,1975 Pirates,1,0,1.000
morenom01,1976 Pirates,15,5,.750
morenom01,1977 Pirates,53,16,.768
morenom01,1978 Pirates,71,22,.763
morenom01,1979 Pirates,77,21,.786
morenom01,1980 Pirates,96,33,.744
morenom01,1981 Pirates,39,14,.736
morenom01,1982 Pirates,60,26,.698
morenom01,1983 Astros,30,13,.698
morenom01,1983 Yankees,7,3,.700
morenom01,1984 Yankees,20,11,.645
morenom01,1985 Yankees,1,1,.500
morenom01,1985 Royals,0,1,.000
morenom01,1986 Braves,17,16,.515
morenom01,Career,SB,CS,SB%
morenom01,12 Years,487,182,.728
mostijo01,Team,SB,CS,SB%
mostijo01,1918 White Sox,1,-,-
mostijo01,1921 White Sox,10,12,.455
mostijo01,1922 White Sox,14,10,.583
mostijo01,1923 White Sox,41,16,.719
mostijo01,1924 White Sox,7,11,.389
mostijo01,1925 White Sox,43,20,.683
mostijo01,1926 White Sox,35,14,.714
mostijo01,1927 White Sox,1,0,1.000
mostijo01,1928 White Sox,23,21,.523
mostijo01,1929 White Sox,1,1,.500
mostijo01,Career,SB,CS,SB%
mostijo01,10 Years,176,105,.626
younger01,Team,SB,CS,SB%
younger01,1992 Dodgers,6,1,.857
younger01,1993 Rockies,42,19,.689
younger01,1994 Rockies,18,7,.720
younger01,1995 Rockies,35,12,.745
younger01,1996 Rockies,53,19,.736
younger01,1997 Rockies,32,12,.727
younger01,1997 Dodgers,13,2,.867
younger01,1998 Dodgers,42,13,.764
younger01,1999 Dodgers,51,22,.699
younger01,2000 Cubs,54,7,.885
younger01,2001 Cubs,31,14,.689
younger01,2002 Brewers,31,11,.738
younger01,2003 Brewers,25,7,.781
younger01,2003 Giants,3,5,.375
younger01,2004 Rangers,14,9,.609
younger01,2005 Padres,7,6,.538
younger01,2006 Padres,8,2,.800
younger01,2006 Rangers,0,0,.000
younger01,Career,SB,CS,SB%
younger01,15 Years,465,168,.735
reyesjo01,Team,SB,CS,SB%
reyesjo01,2003 Mets,13,3,.813
reyesjo01,2004 Mets,19,2,.905
reyesjo01,2005 Mets,60,15,.800
reyesjo01,2006 Mets,64,17,.790
reyesjo01,2007 Mets,78,21,.788
reyesjo01,2008 Mets,56,15,.789
reyesjo01,2009 Mets,11,2,.846
reyesjo01,2010 Mets,30,10,.750
reyesjo01,2011 Mets,39,7,.848
reyesjo01,2012 Marlins,40,11,.784
reyesjo01,2013 Blue Jays,15,6,.714
reyesjo01,2014 Blue Jays,30,2,.938
reyesjo01,2015 Blue Jays,16,2,.889
reyesjo01,2015 Rockies,8,4,.667
reyesjo01,2016 Mets,9,2,.818
reyesjo01,2017 Mets,24,6,.800
reyesjo01,2018 Mets,5,2,.714
reyesjo01,Career,SB,CS,SB%
reyesjo01,16 Years,517,127,.803
devliar01,Team,SB,CS,SB%
devliar01,1904 Giants,33,-,-
devliar01,1905 Giants,59,-,-
devliar01,1906 Giants,54,-,-
devliar01,1907 Giants,38,-,-
devliar01,1908 Giants,19,-,-
devliar01,1909 Giants,26,-,-
devliar01,1910 Giants,28,-,-
devliar01,1911 Giants,9,-,-
devliar01,1912 Braves,11,-,-
devliar01,1913 Braves,8,8,.500
devliar01,Career,SB,CS,SB%
devliar01,10 Years,285,8,.973
riverji01,Team,SB,CS,SB%
riverji01,1952 Browns,8,7,.533
riverji01,1952 White Sox,13,2,.867
riverji01,1953 White Sox,22,15,.595
riverji01,1954 White Sox,18,10,.643
riverji01,1955 White Sox,25,16,.610
riverji01,1956 White Sox,20,9,.690
riverji01,1957 White Sox,18,2,.900
riverji01,1958 White Sox,21,3,.875
riverji01,1959 White Sox,5,3,.625
riverji01,1960 White Sox,4,0,1.000
riverji01,1961 White Sox,0,1,.000
riverji01,1961 Athletics,6,2,.750
riverji01,Career,SB,CS,SB%
riverji01,10 Years,160,70,.696
taverwi01,Team,SB,CS,SB%
taverwi01,2004 Astros,1,0,1.000
taverwi01,2005 Astros,34,11,.756
taverwi01,2006 Astros,33,9,.786
taverwi01,2007 Rockies,33,9,.786
taverwi01,2008 Rockies,68,7,.907
taverwi01,2009 Reds,25,6,.806
taverwi01,2010 Nationals,1,2,.333
taverwi01,Career,SB,CS,SB%
taverwi01,7 Years,195,44,.816
womacto01,Team,SB,CS,SB%
womacto01,1993 Pirates,2,0,1.000
womacto01,1994 Pirates,0,0,.000
womacto01,1996 Pirates,2,0,1.000
womacto01,1997 Pirates,60,7,.896
womacto01,1998 Pirates,58,8,.879
womacto01,1999 Diamondbacks,72,13,.847
womacto01,2000 Diamondbacks,45,11,.804
womacto01,2001 Diamondbacks,28,7,.800
womacto01,2002 Diamondbacks,29,12,.707
womacto01,2003 Diamondbacks,8,3,.727
womacto01,2003 Rockies,3,1,.750
womacto01,2003 Cubs,2,1,.667
womacto01,2004 Cardinals,26,5,.839
womacto01,2005 Yankees,27,5,.844
womacto01,2006 Reds,0,0,.000
womacto01,2006 Cubs,1,1,.500
womacto01,Career,SB,CS,SB%
womacto01,13 Years,363,74,.831
podsesc01,Team,SB,CS,SB%
podsesc01,2001 Mariners,0,0,.000
podsesc01,2002 Mariners,0,0,.000
podsesc01,2003 Brewers,43,10,.811
podsesc01,2004 Brewers,70,13,.843
podsesc01,2005 White Sox,59,23,.720
podsesc01,2006 White Sox,40,19,.678
podsesc01,2007 White Sox,12,5,.706
podsesc01,2008 Rockies,12,4,.750
podsesc01,2009 White Sox,30,13,.698
podsesc01,2010 Royals,30,12,.714
podsesc01,2010 Dodgers,5,3,.625
podsesc01,2012 Red Sox,8,2,.800
podsesc01,Career,SB,CS,SB%
podsesc01,11 Years,309,104,.748
casege01,Team,SB,CS,SB%
casege01,1937 Senators,2,1,.667
casege01,1938 Senators,11,6,.647
casege01,1939 Senators,51,17,.750
casege01,1940 Senators,35,10,.778
casege01,1941 Senators,33,9,.786
casege01,1942 Senators,44,6,.880
casege01,1943 Senators,61,14,.813
casege01,1944 Senators,49,18,.731
casege01,1945 Senators,30,16,.652
casege01,1946 Indians,28,11,.718
casege01,1947 Senators,5,1,.833
casege01,Career,SB,CS,SB%
casege01,11 Years,349,109,.762
acunaro01,Team,SB,CS,SB%
acunaro01,2018 Braves,16,5,.762
acunaro01,2019 Braves,37,9,.804
acunaro01,2020 Braves,8,1,.889
acunaro01,2021 Braves,17,6,.739
acunaro01,2022 Braves,29,11,.725
acunaro01,2023 Braves,73,14,.839
acunaro01,2024 Braves,16,3,.842
acunaro01,2025 Braves,9,1,.900
acunaro01,Career,SB,CS,SB%
acunaro01,8 Years,205,50,.804
bertijo01,Team,SB,CS,SB%
bertijo01,2018 Blue Jays,1,0,1.000
bertijo01,2019 Marlins,17,3,.850
bertijo01,2020 Marlins,9,2,.818
bertijo01,2021 Marlins,8,4,.667
bertijo01,2022 Marlins,41,5,.891
bertijo01,2023 Marlins,16,6,.727
bertijo01,2024 Yankees,5,1,.833
bertijo01,2025 Cubs,11,3,.786
bertijo01,Career,SB,CS,SB%
bertijo01,8 Years,108,24,.818
kleinch01,Team,SB,CS,SB%
kleinch01,1928 Phillies,0,0,.000
kleinch01,1929 Phillies,5,0,1.000
kleinch01,1930 Phillies,4,5,.444
kleinch01,1931 Phillies,7,8,.467
kleinch01,1932 Phillies,20,9,.690
kleinch01,1933 Phillies,15,7,.682
kleinch01,1934 Cubs,3,5,.375
kleinch01,1935 Cubs,4,1,.800
kleinch01,1936 Cubs,0,0,.000
kleinch01,1936 Phillies,6,1,.857
kleinch01,1937 Phillies,3,3,.500
kleinch01,1938 Phillies,7,4,.636
kleinch01,1939 Phillies,1,1,.500
kleinch01,1939 Pirates,1,0,1.000
kleinch01,1940 Phillies,2,5,.286
kleinch01,1941 Phillies,0,0,.000
kleinch01,1942 Phillies,0,0,.000
kleinch01,1943 Phillies,1,0,1.000
kleinch01,1944 Phillies,0,0,.000
kleinch01,Career,SB,CS,SB%
kleinch01,17 Years,79,49,.617
murtada01,Team,SB,CS,SB%
murtada01,1941 Phillies,18,2,.900
murtada01,1942 Phillies,13,6,.684
murtada01,1943 Phillies,4,3,.571
murtada01,1946 Phillies,0,0,.000
murtada01,1947 Braves,0,0,.000
murtada01,1948 Pirates,10,7,.588
murtada01,1949 Pirates,2,1,.667
murtada01,1950 Pirates,2,3,.400
murtada01,1951 Pirates,0,0,.000
murtada01,Career,SB,CS,SB%
murtada01,9 Years,49,22,.690
robinja02,Team,SB,CS,SB%
robinja02,1947 Dodgers,29,11,.725
robinja02,1948 Dodgers,22,14,.611
robinja02,1949 Dodgers,37,16,.698
robinja02,1950 Dodgers,12,5,.706
robinja02,1951 Dodgers,25,8,.758
robinja02,1952 Dodgers,24,7,.774
robinja02,1953 Dodgers,17,4,.810
robinja02,1954 Dodgers,7,3,.700
robinja02,1955 Dodgers,12,3,.800
robinja02,1956 Dodgers,12,5,.706
robinja02,Career,SB,CS,SB%
robinja02,10 Years,197,76,.722
isbelfr01,Team,SB,CS,SB%
isbelfr01,1898 Orphans,3,-,-
isbelfr01,1901 White Sox,52,-,-
isbelfr01,1902 White Sox,38,-,-
isbelfr01,1903 White Sox,26,-,-
isbelfr01,1904 White Sox,19,-,-
isbelfr01,1905 White Sox,15,-,-
isbelfr01,1906 White Sox,37,-,-
isbelfr01,1907 White Sox,22,-,-
isbelfr01,1908 White Sox,18,-,-
isbelfr01,1909 White Sox,23,-,-
isbelfr01,Career,SB,CS,SB%
isbelfr01,10 Years,253,-,-
doughpa01,Team,SB,CS,SB%
doughpa01,1902 Americans,20,-,-
doughpa01,1903 Americans,35,-,-
doughpa01,1904 Americans,10,-,-
doughpa01,1904 Highlanders,11,-,-
doughpa01,1905 Highlanders,17,-,-
doughpa01,1906 Highlanders,0,-,-
doughpa01,1906 White Sox,11,-,-
doughpa01,1907 White Sox,33,-,-
doughpa01,1908 White Sox,47,-,-
doughpa01,1909 White Sox,36,-,-
doughpa01,1910 White Sox,22,-,-
doughpa01,1911 White Sox,19,-,-
doughpa01,Career,SB,CS,SB%
doughpa01,10 Years,261,-,-
barrejo01,Team,SB,CS,SB%
barrejo01,1942 Pirates,10,-,-
barrejo01,1943 Pirates,5,-,-
barrejo01,1944 Pirates,28,-,-
barrejo01,1945 Pirates,25,-,-
barrejo01,1946 Pirates,1,-,-
barrejo01,1946 Braves,0,-,-
